latitude,longitude,type,info,category,female,male,wheelchair,operator,baby_facil,address,name,geometry,location_id
-37.81553989313365,144.95836642425357,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.95836642425357 -37.81553989313365),36
-37.80566602896913,144.94256675118035,Leaf Type / Dog Bowl ,Railway Place And Miller Street Reserve,drinking_fountains,,,,,,,,POINT (144.94256675118035 -37.80566602896913),87
-37.80262121799853,144.96563804631617,Stainless Steel Drinking Fountain / Leaf Type,Argyle Square,drinking_fountains,,,,,,,,POINT (144.96563804631617 -37.80262121799853),112
-37.81378184056998,144.94225864282328,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94225864282328 -37.81378184056998),12
-37.80980631970157,144.97383443627947,Stainless Steel Drinking Fountain / Leaf Type,Parliament Reserve,drinking_fountains,,,,,,,,POINT (144.97383443627947 -37.80980631970157),40
-37.802215372127485,144.96301319081624,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96301319081624 -37.802215372127485),46
-37.779553322018664,144.93984653851456,Stainless Steel Drinking Fountain / Leaf Type,Parkville Gardens,drinking_fountains,,,,,,,,POINT (144.93984653851456 -37.779553322018664),103
-37.832243003760865,144.97302849826244,Historic or Heritage Drinking Fountains / Shrine Gardens,,drinking_fountains,,,,,,,,POINT (144.97302849826244 -37.832243003760865),128
-37.81276680167682,144.9815543655956,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9815543655956 -37.81276680167682),94
-37.78205389103602,144.95697021635434,Historic or Heritage fountains / Royal Park,,drinking_fountains,,,,,,,,POINT (144.95697021635434 -37.78205389103602),121
-37.803994634967296,144.95909066756946,Toilet 140,,toilets,no,yes,no,City of Melbourne,no,Queensberry Street (Opposite 286 Queensberry Street),,POINT (144.95909066756946 -37.803994634967296),48
-37.813837792176315,144.96309721024045,Toilet 6,,toilets,yes,no,no,City of Melbourne,no,Elizabeth Street (Toilet Adjacent 200 Elizabeth Street),,POINT (144.96309721024045 -37.813837792176315),52
-37.80463970714722,144.96285021945613,Toilet 142,,toilets,no,yes,no,City of Melbourne,no,Queensberry Street (Adjacent 179 Queensberry Street),,POINT (144.96285021945613 -37.80463970714722),54
-37.78622124839705,144.95500087587342,Royal Park Brens Pavilion,,toilets,yes,yes,no,City of Melbourne,no,,,POINT (144.95500087587342 -37.78622124839705),121
-37.79373229128235,144.93035186163308,Toilet 177,,toilets,yes,yes,yes,City of Melbourne,no,Bellair Street (Opposite 180 Bellair Street),,POINT (144.93035186163308 -37.79373229128235),76
-37.815278082082735,144.97758877995489,Toilet 118,,toilets,yes,yes,yes,City of Melbourne,no,Fitzroy Gardens (2 Lansdowne Street),,POINT (144.97758877995489 -37.815278082082735),96
-37.8082334704767,144.96018687493768,Toilet 34,,toilets,yes,yes,yes,City of Melbourne,no,Franklin Street (Opposite 80 Franklin Street),,POINT (144.96018687493768 -37.8082334704767),26
-37.81521576619692,144.96694328510318,Town Hall Melbourne (200 Collins Street),,toilets,yes,yes,yes,City of Melbourne,yes,,,POINT (144.96694328510318 -37.81521576619692),65
-37.790174410412384,144.94366905096862,Toilet 131,,toilets,yes,yes,yes,City of Melbourne,no,Royal Park (Flemington RdNear North Park Tennis Club),,POINT (144.94366905096862 -37.790174410412384),121
-37.806805767380254,144.96264850030644,Toilet 146,,toilets,yes,no,no,City of Melbourne,no,Swanston Street (Opposite 475-511 Swanston Street),,POINT (144.96264850030644 -37.806805767380254),61
-37.81940611413847,144.96127683121782,Toilet 3,,toilets,yes,yes,yes,City of Melbourne,no,Flinders Street (399 Flinders Street),,POINT (144.96127683121782 -37.81940611413847),14
-37.81859887229392,144.97105956826817,Toilet 48,,toilets,yes,yes,yes,City of Melbourne,no,Birrarung Marr (Opposite Artplay),,POINT (144.97105956826817 -37.81859887229392),126
-37.830849124048974,144.97518226820782,Toilet 104,,toilets,yes,yes,yes,City of Melbourne,no,Kings Domain South (off Birdwood Avenue),,POINT (144.97518226820782 -37.830849124048974),129
-37.81324543360198,144.96689658968143,Toilet 46,,toilets,yes,yes,yes,City of Melbourne,no,Bourke Street (opposite 225 Bourke Street),,POINT (144.96689658968143 -37.81324543360198),88
-37.82289159858857,144.975280957334,Toilet 109,,toilets,yes,yes,yes,City of Melbourne,yes,Kings Domain Myer Music Bowl Rear of,,POINT (144.975280957334 -37.82289159858857),110
-37.795523148389,144.952142962802,Toilet 55,,toilets,yes,yes,yes,City of Melbourne,no,"Royal Park (Nature Play, Opposite 51 Gatehouse Street)",,POINT (144.952142962802 -37.795523148389),121
-37.8203552728411,144.97331290887433,Toilet 112,,toilets,yes,yes,yes,City of Melbourne,no,Alexandra Gardens (Riverslide Skate Park),,POINT (144.97331290887433 -37.8203552728411),127
-37.817903197056154,144.9662642552638,Toilet 41,,toilets,yes,yes,yes,City of Melbourne,no,Flinders Street (No 245 Flinders Street Station),,POINT (144.9662642552638 -37.817903197056154),79
-37.79679899805757,144.95196665126468,Toilet 136,,toilets,yes,yes,yes,City of Melbourne,no,Ievers ReserveFlemington Road,,POINT (144.95196665126468 -37.79679899805757),121
-37.80891324235132,144.95504018635694,Toilet 154,,toilets,yes,yes,yes,City of Melbourne,no,Flagstaff Gardens (cnr William & Dudley),,POINT (144.95504018635694 -37.80891324235132),27
-37.818924455699296,144.9342385117904,"Victoria Harbour, Shed 2 (North Wharf Road)",,toilets,yes,yes,yes,City of Melbourne,no,,,POINT (144.9342385117904 -37.818924455699296),91
-37.815989825999864,144.97279836576897,Toilet 14,,toilets,no,yes,no,City of Melbourne,no,Flinders Street (27 Flinders Street),,POINT (144.97279836576897 -37.815989825999864),123
-37.82764304616528,144.98181166075952,Toilet 107,,toilets,yes,yes,yes,City of Melbourne,no,Alexandra Park,,POINT (144.98181166075952 -37.82764304616528),129
-37.82172068166997,144.95557809313962,Toilet 169,,toilets,yes,yes,yes,City of Melbourne,no,Batman Park (2A Spencer Street),,POINT (144.95557809313962 -37.82172068166997),25
-37.81343920794399,144.9629227264507,Toilet 6,,toilets,no,yes,no,City of Melbourne,no,Elizabeth Street (Toilet Adjacent 200 Elizabeth Street),,POINT (144.9629227264507 -37.81343920794399),52
-37.814345522392365,144.9551179464378,Toilet 1,,toilets,yes,yes,yes,City of Melbourne,no,Lonsdale Street (Opposite 581 Lonsdale Street),,POINT (144.9551179464378 -37.814345522392365),132
-37.80625893301874,144.9692027022002,Toilet 145,,toilets,yes,yes,yes,City of Melbourne,no,Carlton Gardens South (Opposite 39 Rathdowne Street),,POINT (144.9692027022002 -37.80625893301874),37
-37.80894206847336,144.96564884552268,Toilet 7,,toilets,no,yes,no,City of Melbourne,no,Latrobe Street (Adjacent 120 La Trobe Street),,POINT (144.96564884552268 -37.80894206847336),66
-37.80945202894246,144.97307695563703,Toilet 124,,toilets,no,yes,no,City of Melbourne,no,Nicholson Street (1A Nicholson Street),,POINT (144.97307695563703 -37.80945202894246),40
-37.82331083443533,144.94182760665478,Toilet 181,,toilets,yes,yes,yes,City of Melbourne,yes,Point Park (Point Park Crescent),,POINT (144.94182760665478 -37.82331083443533),130
-37.81722059052804,144.93400271183995,Ron Barassi Senior Park Pavilion,,toilets,U,U,U,City of Melbourne,U,,,POINT (144.93400271183995 -37.81722059052804),11
-37.8100356799286,144.9699024633049,Toilet 11,,toilets,yes,yes,yes,City of Melbourne,no,Lonsdale Street (Opposite 88 Lonsdale Street),,POINT (144.9699024633049 -37.8100356799286),20
-37.80954604636232,144.9694071187106,Toilet 12,,toilets,no,yes,no,City of Melbourne,no,Exhibition Street (Opposite 242 Exhibition Street),,POINT (144.9694071187106 -37.80954604636232),20
-37.81094232809633,144.98685873937842,Toilet 117,,toilets,yes,yes,yes,City of Melbourne,no,Powlett Reserve (Opposite 128 Albert Street),,POINT (144.98685873937842 -37.81094232809633),93
-37.82175860330799,144.9473834186781,Toilet 182,,toilets,yes,yes,yes,City of Melbourne,yes,Docklands Park South25 Harbour Esplanade,,POINT (144.9473834186781 -37.82175860330799),8
-37.803077866412245,144.94986517956968,Toilet 170,,toilets,no,yes,no,City of Melbourne,no,Queensberry Street (Opposite 530 Queensberry Street),,POINT (144.94986517956968 -37.803077866412245),102
-37.845206563009405,144.9826144313013,Toilet 42,,toilets,yes,yes,yes,City of Melbourne,no,"Fawkner Park, Opposite 55 Commercial Road",,POINT (144.9826144313013 -37.845206563009405),129
-37.798125461506075,144.92642466756246,Toilet 162,,toilets,yes,yes,yes,City of Melbourne,no,"JJ Holland Park (Opposite, 48 Altona Street)",,POINT (144.92642466756246 -37.798125461506075),85
-37.806379618970524,144.95905779158946,Queen Victoria Market (Food Court,,toilets,yes,yes,no,City of Melbourne,no,65-81 Victoria Street),,POINT (144.95905779158946 -37.806379618970524),48
-37.83825284124979,144.9843892199417,Toilet 44,,toilets,yes,yes,yes,City of Melbourne,no,"Fawkner Park, Opposite 150W Toorak Road",,POINT (144.9843892199417 -37.83825284124979),129
-37.820342128586276,144.96421972799456,Toilet 172,,toilets,yes,yes,yes,City of Melbourne,no,Southbank Promenade (opposite Esso House),,POINT (144.96421972799456 -37.820342128586276),35
-37.803094275484256,144.94994632091922,Toilet 13,,toilets,,,,City of Melbourne,no,Queensberry Street (Opposite 530 Queensberry Street),,POINT (144.94994632091922 -37.803094275484256),102
-37.81203615704364,144.98307493665166,Toilet 119,,toilets,yes,yes,yes,City of Melbourne,no,Fitzroy Gardens Toilets (150 Clarendon Street),,POINT (144.98307493665166 -37.81203615704364),94
-37.82691574923447,144.9746477838788,Toilet 106,,toilets,yes,yes,no,City of Melbourne,no,Kings Domain Government House Drive,,POINT (144.9746477838788 -37.82691574923447),115
-37.80612149907781,144.95653844268273,Queen Victoria Market (153 Victoria Street),,toilets,yes,yes,no,City of Melbourne,no,,,POINT (144.95653844268273 -37.80612149907781),27
-37.819795975740334,144.93766540530564,"Victoria Harbour, Shed 3 (North Wharf Road)",,toilets,no,yes,no,City of Melbourne,no,,,POINT (144.93766540530564 -37.819795975740334),91
-37.7855983874526,144.9630353603256,Toilet 128,,toilets,yes,yes,yes,City of Melbourne,no,Princes Park South Playground (Princes Park Drive),,POINT (144.9630353603256 -37.7855983874526),44
-37.81435831108069,144.94168216712015,"Saint Mangos Lane, The Palladio (New Quay)",,toilets,yes,yes,yes,City of Melbourne,no,,,POINT (144.94168216712015 -37.81435831108069),12
-37.81746989209639,144.96025433528794,Toilet 4,,toilets,yes,yes,yes,City of Melbourne,no,Market Street (Opposite 74 Market Street),,POINT (144.96025433528794 -37.81746989209639),36
-37.802645554985105,144.969821287215,Toilet 138,,toilets,yes,yes,yes,City of Melbourne,no,Carlton Gardens North (Opposite 199 Rathdowne Street),,POINT (144.969821287215 -37.802645554985105),37
-37.793011678725755,144.97399489761827,Toilet 133- Canning Street Reserve (49 Princes Street),,toilets,no,yes,no,City of Melbourne,no,,,POINT (144.97399489761827 -37.793011678725755),50
-37.840147692965054,144.98138308753738,Toilet 102,,toilets,no,yes,no,City of Melbourne,no,"Fawkner Park, North Pavilion (Male)",,POINT (144.98138308753738 -37.840147692965054),129
-37.798064023886866,144.92110584392117,Toilet 173,,toilets,yes,yes,yes,City of Melbourne,no,"JJ Holland Park, Skate Park (113 Kensington Road)",,POINT (144.92110584392117 -37.798064023886866),85
-37.8129330992456,144.9600121469519,Toilet 36,,toilets,yes,yes,yes,City of Melbourne,U,Lonsdale Street (Opposite 424 Lonsdale Street),,POINT (144.9600121469519 -37.8129330992456),56
-37.79870959701599,144.96759388009733,Toilet 137,,toilets,yes,yes,no,City of Melbourne,no,Faraday Street (Opposite 208-212 Faraday Street),,POINT (144.96759388009733 -37.79870959701599),50
-37.830132537548096,144.96501222835187,Toilet 105 -Sturt Street Reserve (280 Sturt Street),,toilets,yes,yes,no,City of Melbourne,no,,,POINT (144.96501222835187 -37.830132537548096),80
-37.78187131786685,144.95614252894822,Royal Park Golf Course Club House,,toilets,yes,yes,no,City of Melbourne,no,,,POINT (144.95614252894822 -37.78187131786685),121
-37.78848882114304,144.92356372197432,Newmarket Reserve (26 Smithfield Road),,toilets,yes,yes,no,City of Melbourne,no,,,POINT (144.92356372197432 -37.78848882114304),103
-37.81384641664995,144.97137409472109,Toilet 13,,toilets,yes,yes,yes,City of Melbourne,no,Exhibition Street (Opposite 77 Exhibition Street),,POINT (144.97137409472109 -37.81384641664995),39
-37.7789496090064,144.96046591899102,Toilet 127,,toilets,yes,yes,yes,City of Melbourne,no,Princes Park Royal Parade (near Park Street),,POINT (144.96046591899102 -37.7789496090064),44
-37.82100477977538,144.97593322373976,Toilet 111,,toilets,yes,yes,yes,City of Melbourne,no,Birrarung Marr Speakers Corner,,POINT (144.97593322373976 -37.82100477977538),110
-37.84001779326322,144.9812270146221,Toilet 102,,toilets,yes,no,no,City of Melbourne,no,"Fawkner Park, North Pavilion (Female)",,POINT (144.9812270146221 -37.84001779326322),129
-37.80682129201847,144.95874700464088,Queen Victoria Market,,toilets,yes,yes,no,City of Melbourne,no,"(Meat Hall / ""H"" Shed)",,POINT (144.95874700464088 -37.80682129201847),48
-37.813418435008906,144.97746700744847,Toilet 122,,toilets,yes,yes,yes,City of Melbourne,no,Treasury Gardens (Store and Toilet),,POINT (144.97746700744847 -37.813418435008906),95
-37.78303248417686,144.94185635299425,Toilet 120,,toilets,yes,yes,yes,City of Melbourne,no,"Royal Park, Wetland (off Oak Street)",,POINT (144.94185635299425 -37.78303248417686),103
-37.83393826633729,144.98178404635058,Toilet 103,,toilets,yes,yes,yes,City of Melbourne,no,Kings Domain South (Opposite 169 Domain Road),,POINT (144.98178404635058 -37.83393826633729),129
-37.807831221471965,144.95795526595654,Queen Victoria Market (465 Queen Street),,toilets,yes,yes,yes,City of Melbourne,yes,,,POINT (144.95795526595654 -37.807831221471965),51
-37.80207629420745,144.96642403988702,Toilet 178,,toilets,yes,yes,yes,City of Melbourne,no, Argyle Place North (Opposite 4 Argyle Place North),,POINT (144.96642403988702 -37.80207629420745),31
-37.79251146448698,144.95685172084129,Toilet 100,,toilets,yes,yes,yes,City of Melbourne,no,Royal ParkNative Garden (off Gatehouse Street),,POINT (144.95685172084129 -37.79251146448698),121
-37.812240775587135,144.97392555886628,Toilet 125,,toilets,yes,no,no,City of Melbourne,no,Gordon Reserve (74-108 Spring Street),,POINT (144.97392555886628 -37.812240775587135),18
-37.78790482714769,144.95949479077186,Toilet 52,,toilets,yes,yes,yes,City of Melbourne,no,Princes Park (Adjacent Southern Sports Pavilion),,POINT (144.95949479077186 -37.78790482714769),44
-37.80271182455448,144.9622681269577,Toilet 179,,toilets,yes,yes,yes,City of Melbourne,no,Lincoln Square (138-142 Bouverie Street),,POINT (144.9622681269577 -37.80271182455448),46
-37.815838165017645,144.9610620730027,Toilet 43,,toilets,yes,yes,yes,City of Melbourne,no,Queen Street (opposite 113 Queen Street),,POINT (144.9610620730027 -37.815838165017645),36
-37.82294828867767,144.97098568179825,Toilet 110,,toilets,yes,yes,yes,City of Melbourne,no,Queen Victoria Gardens (Linlithgow Avenue),,POINT (144.97098568179825 -37.82294828867767),28
-37.8260106301916,144.96835314420716,,"Sandpit, Carousel, Slide, Swing",playgrounds,,,,1487286,,,Grant Street Playground,POINT (144.96835314420716 -37.8260106301916),28
-37.8218009873152,144.94722750144075,,"Carousels, platforms, swing, slide, public toilet.",playgrounds,,,,1450822,,,Docklands Park Playground,POINT (144.94722750144075 -37.8218009873152),8
-37.80284131718294,144.9626564799592,,"Swings, spinners, double slide, public toilet, picnic table, lots of shade.",playgrounds,,,,1450819,,,Lincoln Square Playground,POINT (144.9626564799592 -37.80284131718294),46
-37.8095257090171,144.95471867901864,,"Sandpit with diggers, spiral slide, swings, sandpit, balancing bridges, public toilet, barbecue, picnic table, shade.",playgrounds,,,,1719660,,,Flagstaff Gardens Playground,POINT (144.95471867901864 -37.8095257090171),109
-37.7987885878955,144.94393836858487,,"Multi-level play structure, climbers, see-saw, swings, cubby, barbecue, picnic tables, some shade.",playgrounds,,,,1450810,,,Gardiner Reserve Playground,POINT (144.94393836858487 -37.7987885878955),86
-37.82307176194582,144.94158310181788,,"Bells, Musical Wall, Sand pit, Swing, Carousel and Slide",playgrounds,,,,1590516,,,Point Park Playground,POINT (144.94158310181788 -37.82307176194582),130
-37.83903295479282,144.98047560545143,,"Toddler playspace - slide, swings.",playgrounds,,,,1450835,,,Fawkner Park Toddler Playspace,POINT (144.98047560545143 -37.83903295479282),129
-37.79520740161526,144.96970314493564,,1 x 5 way swing,playgrounds,,,,1603370,,,Neill Street Reserve,POINT (144.96970314493564 -37.79520740161526),50
-37.79616817586979,144.9267597762389,,,playgrounds,,,,1554261,,,Warun Biik Playground,POINT (144.9267597762389 -37.79616817586979),85
-37.79652622815778,144.95277288002004,,"Swings, rocker, fort, slide and climbing features, public toilet, lots of shade.",playgrounds,,,,1450813,,,Ievers Reserve Playground,POINT (144.95277288002004 -37.79652622815778),121
-37.81158137797367,144.9865706304634,,"Fort tower, sand pit, 4-way spring rocker, swings, tic-tac-toe, chalkboard, public toilet, picnic table, some shade, disabled access.",playgrounds,,,,1450804,,,Powlett Reserve Playground,POINT (144.9865706304634 -37.81158137797367),93
-37.79980317243133,144.94146553497296,,Play court space with basketball backboard only,playgrounds,,,,1618816,,,North Melbourne Recreation Reserve Play Court,POINT (144.94146553497296 -37.79980317243133),86
-37.840668223257225,144.98402897622898,,"Climber, see saws, spring rider, spring rocker, swings, chin up bars, some shade.",playgrounds,,,,1450801,,,Fawkner Park East,POINT (144.98402897622898 -37.840668223257225),129
-37.79319152147504,144.93241661314613,,"Swing, spring riders, combination unit.",playgrounds,,,,1450824,,,Robertson Street Park Playground,POINT (144.93241661314613 -37.79319152147504),76
-37.790191684378094,144.93108110732882,,"Swing, spring riders, combination unit.",playgrounds,,,,1450823,,,Parsons Reserve Playground,POINT (144.93108110732882 -37.790191684378094),103
-37.7988307430471,144.9403321720667,,"Basketball rings, synthetic surface",playgrounds,,,,1775918,,,North Melbourne Recreation Reserve Multi Purpose Court,POINT (144.9403321720667 -37.7988307430471),86
-37.811744939010325,144.9818267986077,,"Dragon slide, sandpit, giraffe swing, public toilet, lots of shade.",playgrounds,,,,1450805,,,Fitzroy Gardens Playground,POINT (144.9818267986077 -37.811744939010325),94
-37.8220676003373,144.93654191133373,,,playgrounds,,,,1764817,,,Wharfs Landing Park,POINT (144.93654191133373 -37.8220676003373),91
-37.789037850036166,144.9284357699595,,Swing.,playgrounds,,,,1450826,,,Kensington Hall Reserve Playground,POINT (144.9284357699595 -37.789037850036166),103
-37.79630622554574,144.97280123149434,,Play panel and small stage area. Some disabled access.,playgrounds,,,,1450831,,,Canning and Palmerston Streets Playground,POINT (144.97280123149434 -37.79630622554574),50
-37.820490837663186,144.97302701268373,,"Concrete skate ramp, public toilet.",playgrounds,,,,1450832,,,Riverslide Skate Park,POINT (144.97302701268373 -37.820490837663186),127
-37.79525908086376,144.93078140282728,,"Spring rocker, swings, platform, slide, picnic table.",playgrounds,,,,1450809,,,Bellair Street Reserve Playground,POINT (144.93078140282728 -37.79525908086376),76
-37.820285121736624,144.94088305188848,,,playgrounds,,,,1588995,,,Buluk Park Playground,POINT (144.94088305188848 -37.820285121736624),130
-37.785385696902736,144.96275926118628,,"Tower platforms, sandpits, rockers, see saw, slide, 5-way swing, boardwalk, fitness track, public toilet, barbecue, picnic table, some shade.",playgrounds,,,,1720527,,,Princes Park South Playground,POINT (144.96275926118628 -37.785385696902736),44
-37.795044731386305,144.9517539147769,,,playgrounds,,,,1588994,,,NaturePlay Playground Royal Park,POINT (144.9517539147769 -37.795044731386305),121
-37.779582393504235,144.93975987147903,,"Spring rider, swing, carousel, combination unit.",playgrounds,,,,1450833,,,Galada Avenue Reserve Playground,POINT (144.93975987147903 -37.779582393504235),103
-37.79377873282799,144.92359592824823,,"Swings, rockers, slides, play units with mirror panel, abacus, shop front, clock and steering wheel, rubber pathways, barbecue, picnic table, shade, disabled access.",playgrounds,,,,1450807,,,Bayswater Road Park Playground,POINT (144.92359592824823 -37.79377873282799),85
-37.794654989366286,144.9191944946368,,Basketball court.,playgrounds,,,,1450834,,,The Crescent Reserve Playground,POINT (144.9191944946368 -37.794654989366286),85
-37.79003673843191,144.9256728627734,,"Combination unit, spring rider.",playgrounds,,,,1450827,,,Liddy Street Reserve Playground,POINT (144.9256728627734 -37.79003673843191),103
-37.82611400247897,144.96163469344134,,"Swings, slide, rock wall, monkey bars, carousel, see saw, sand pit, tunnels and barrels.  Temporary basketball court with backboard and ring.",playgrounds,,,,1660076,,,Boyd Community Hub,POINT (144.96163469344134 -37.82611400247897),90
-37.7978870186655,144.9259420093936,,"Pirate ship play structure, rocking swing, rocking table, see saw, spinner, public toilet, barbecue, picnic table, lots of shade.",playgrounds,,,,1450808,,,Holland Park Playground,POINT (144.9259420093936 -37.7978870186655),85
-37.82015371307213,144.94476081594655,,,playgrounds,,,,1513026,,,Victoria Green Playground,POINT (144.94476081594655 -37.82015371307213),10
-37.838793729508225,144.9850522156393,,"Chin up bar, parallel bars, balance beam, some shade.",playgrounds,,,,1450806,,,Fawkner Park North East,POINT (144.9850522156393 -37.838793729508225),129
-37.781221527129574,144.96214347994342,,"Swing, spring riders, see saw.",playgrounds,,,,1450816,,,Princes Park North Playground,POINT (144.96214347994342 -37.781221527129574),44
-37.796615304958806,144.92060508965284,,"Swing, see saw, small tower, shade structure, stockyard style fencing.",playgrounds,,,,1450817,,,Mercantile Parade and Tankard Street Playground,POINT (144.92060508965284 -37.796615304958806),85
-37.79356615908827,144.94008253076515,,"Combination units, swing, barbeque, some shade.",playgrounds,,,,1450825,,,North Melbourne Community Centre Playground,POINT (144.94008253076515 -37.79356615908827),76
-37.818149015388066,144.9712309067726,,"Rock and rope climbing features, swinging hammocks, liberty swing for wheelchairs, quiet areas and active play areas, public toilet, picnic table, some shade, disabled access.",playgrounds,,,,1450820,,,Birrarung Marr Artplay,POINT (144.9712309067726 -37.818149015388066),126
-37.79542804645323,144.92088329716032,,"Slide, sheep sculptures.",playgrounds,,,,1450818,,,Mercantile Parade and Newman Street Playground,POINT (144.92088329716032 -37.79542804645323),85
-37.79831312148108,144.9212247231253,,"Skate park, BMX track, public toilet.",playgrounds,,,,1450828,,,Holland Park Extreme Sports Precinct,POINT (144.9212247231253 -37.79831312148108),85
-37.8020962906074,144.97067458905988,,"Cubby with slide, swings, track glide, sandpit, climbing frame, some shade, disabled access, public toilet.",playgrounds,,,,1450821,,,Carlton Gardens Playground,POINT (144.97067458905988 -37.8020962906074),37
-37.816522726624655,144.93375500298453,,,playgrounds,,,,1631085,,,Ron Barassi Senior Park Playground,POINT (144.93375500298453 -37.816522726624655),11
-37.797285033377186,144.9739866829798,,Climbers x 3,playgrounds,,,,1557352,,,Station Street Park Playground,POINT (144.9739866829798 -37.797285033377186),50
-37.808765867846496,144.94479636670366,,"Slides, carousel, excavator, sandplit and swings.",playgrounds,,,,1450811,,,Hawke & Adderley Streets Playground,POINT (144.94479636670366 -37.808765867846496),77
-37.80718322149278,144.95159199209743,,"Fitness track, slide, rockers, climbing features, lots of shade, some disabled access.",playgrounds,,,,1450812,,,Eades Park Playground,POINT (144.95159199209743 -37.80718322149278),70
-37.78509788859067,144.94203123068968,,"Wooden tower, slide, swing, rockers, stepping posts, grassed areas.",playgrounds,,,,1450814,,,Manningham Street Playground,POINT (144.94203123068968 -37.78509788859067),121
