cuisine,place_id,name,formatted_address,user_ratings_total,rating,geometry.location.lat,geometry.location.lng,price_level,suburb,delivery,dine_in,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup
Mediterranean,ChIJnUqrC-pC1moRSaUlor_B3vs,The Cliveden Bar & Dining,"192 Wellington Parade, East Melbourne VIC 3002, Australia",63,3.9,-37.8158384,144.9833177,1,East Melbourne,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
Indian,ChIJk1ga3utC1moR8KOg_D4H8eQ,Tadka Hut,"82 Wellington Parade, East Melbourne VIC 3002, Australia",273,3.8,-37.816376,144.9872819,1,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Fast_food,ChIJg_RW--FD1moRXpWH31SNusE,Mad Patties East Melbourne,"80 Wellington Parade, East Melbourne VIC 3002, Australia",97,4.9,-37.8164583,144.9873354,NA,East Melbourne,TRUE,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE
Pizza,ChIJVU77zudC1moRUURo26Nfxdg,Gourmet Pizza Bar,"162 Albert St, East Melbourne VIC 3002, Australia",55,2.5,-37.810074,144.985476,NA,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Australian,ChIJNyXg4-tC1moRiLWebsUnJZE,Memoria Cafe,"74A Wellington Parade, East Melbourne VIC 3002, Australia",0,0,-37.816496,144.9875832,NA,East Melbourne,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA
Seafood,ChIJM3SzyedC1moRXNMbBSUFSmg,Kiwi Fish and Chips,"412-442 Victoria Parade, East Melbourne VIC 3002, Australia",347,4.1,-37.8102271,144.9852094,1,East Melbourne,TRUE,TRUE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,FALSE
Cafe,ChIJh7bPuepC1moRL4BHlUrkdfU,Paddock Cafe,"Olympic Stand inside Gate 3, East Melbourne VIC 3002, Australia",NA,ChIJh7bPuepC1moRL4BHlUrkdfU,-37.8191868,144.9843846,4.3,East Melbourne,FALSE,TRUE,NA,TRUE,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA
Bar,ChIJP9wsWMNC1moRokhV5r22oNQ,Basement Espresso Cafe,"182/184 Victoria Parade, East Melbourne VIC 3002, Australia",1,ChIJP9wsWMNC1moRokhV5r22oNQ,-37.8087984,144.9779113,4,East Melbourne,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA
Italian,ChIJPZ6d3gND1moR_yn70LCJ74Y,Ostēr,"76/78 Bridge Rd, Richmond VIC 3121, Australia",NA,ChIJPZ6d3gND1moR_yn70LCJ74Y,-37.8179711,144.992495,4.6,East Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Asian,ChIJme6hTM9C1moRFG6RpYqZL0c,Longrain Melbourne,"44 Little Bourke St, Melbourne VIC 3000, Australia",3,ChIJme6hTM9C1moRFG6RpYqZL0c,-37.8106333,144.9711861,4.5,East Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Italian,ChIJR1OrH8ZC1moRixhTkKsUwi8,The Waiters Restaurant,"20 Meyers Pl, Melbourne VIC 3000, Australia",2,ChIJR1OrH8ZC1moRixhTkKsUwi8,-37.812078,144.97235,4.4,East Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
European,ChIJxbZOsshC1moR7thhGoEJ11s,Punch Lane Wine Bar & Restaurant,"43 Little Bourke St, Melbourne VIC 3000, Australia",3,ChIJxbZOsshC1moR7thhGoEJ11s,-37.8108555,144.9713535,4.5,East Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Asian,ChIJkX9EushC1moRWQYnsdy3skM,Hochi Mama,"35 Little Bourke St, Melbourne VIC 3000, Australia",2,ChIJkX9EushC1moRWQYnsdy3skM,-37.81076,144.9717076,4.4,East Melbourne,NA,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Asian,ChIJLVxVmchC1moRNMtBqzP3H6c,Soi 38 Melbourne,"38 Mcilwraith Pl, Melbourne VIC 3000, Australia",1,ChIJLVxVmchC1moRNMtBqzP3H6c,-37.8124827,144.9719537,4.3,East Melbourne,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
European,ChIJN92GPsRC1moRrpvO-n_3bvw,Radii Restaurant & Bar,"1 Parliament Square off, Parliament Pl, Melbourne VIC 3002, Australia",2,ChIJN92GPsRC1moRrpvO-n_3bvw,-37.8110792,144.976629,4.2,East Melbourne,FALSE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
Cafe,ChIJvVx8L8RC1moRnAO6Zu6Ib-E,Mr. Tod Cafe,"2 St Andrews Pl, East Melbourne VIC 3002, Australia",2,ChIJvVx8L8RC1moRnAO6Zu6Ib-E,-37.8117108,144.9757089,4,East Melbourne,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,NA
European,ChIJVUlb_MVC1moRE8udyJ-mVCc,The European,"161 Spring St, Melbourne VIC 3000, Australia",3,ChIJVUlb_MVC1moRE8udyJ-mVCc,-37.8109247,144.9725716,4.4,East Melbourne,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Mediterranean,ChIJ4e4muN1C1moRG1RzbrdNg50,Anada Bar & Restaurant,"197 Gertrude St, Fitzroy VIC 3065, Australia",2,ChIJ4e4muN1C1moRG1RzbrdNg50,-37.8060599,144.9811695,4.4,East Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE
Italian,ChIJq6rG4OtC1moRxQeV_lTSWSA,$12 Pizza's,"78 Wellington Parade, East Melbourne VIC 3002, Australia",NA,ChIJq6rG4OtC1moRxQeV_lTSWSA,-37.816476,144.9874132,0,East Melbourne,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
Italian,ChIJ0xwW4cdC1moRe81ERqyUZpk,Cecconi's Flinders Lane Restaurant & Cellar Bar,"61 Flinders Ln, Melbourne VIC 3000, Australia",3,ChIJ0xwW4cdC1moRe81ERqyUZpk,-37.8150555,144.9725293,4.5,East Melbourne,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,FALSE,NA
Chinese,ChIJKar4tEpd1moRhETU3oLmvfc,Bamboo House,"47 Little Bourke St, Melbourne VIC 3000, Australia",424,4.5,-37.810875,144.9711191,3,East Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Bar,ChIJsY6jDglD1moRObRiccFXerw,Jim Stynes Grill,"Level 2, Olympic Stand (MCC reserve area, Australia",3,5,-37.81899,144.983266,NA,East Melbourne,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA
Middle_eastern,ChIJyYFFyMlC1moRb22GPrHVal8,Sezar Restaurant,"6 Melbourne Pl, Melbourne VIC 3000, Australia",946,4.4,-37.8134041,144.9689668,3,East Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA
European,ChIJ53vEPslC1moR0ox6S2TyszU,Encore Restaurant & Bar,"131 Lonsdale St, Melbourne VIC 3000, Australia",129,4.6,-37.8107179,144.9684782,1,East Melbourne,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Indian,ChIJkStQy5pD1moRc5wKwk5dwnY,Daughter In Law,"37 Little Bourke St, Melbourne VIC 3000, Australia",1343,4.1,-37.810735,144.9715189,NA,East Melbourne,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Australian,ChIJoZLSJMZC1moRqWQOMA91M5c,Little Collins St Kitchen Restaurant & Bar,"1/27 Little Collins St, Melbourne VIC 3000, Australia",130,4,-37.8127501,144.9725559,2,East Melbourne,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
Mexican,ChIJv6N7tshC1moRWE3v9GD65QU,Bodega Underground,"55 Little Bourke St, Melbourne VIC 3000, Australia",1651,4.1,-37.8109065,144.9709637,2,East Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
Italian,ChIJ4SIGschC1moRTz-NPh3_aQc,SPQR Pizzeria,"26 Liverpool St, Melbourne VIC 3000, Australia",999,4.5,-37.8109748,144.9713394,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
Chinese,ChIJ0WwctchC1moRMJRDX19Kh40,Shark Fin Inn,"50 Little Bourke St, Melbourne VIC 3000, Australia",1311,4.1,-37.810704,144.9710032,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Italian,ChIJJ3GUFnND1moRUIIedeogCpk,Di Stasio Citta,"45 Spring St, Melbourne VIC 3004, Australia",485,4.1,-37.8142549,144.9741857,NA,East Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Wine_bar,ChIJe-SxTM9C1moRGczYs6906F4,Longsong,"Upstairs, 44 Little Bourke St, Melbourne VIC 3000, Australia",176,4.4,-37.8106475,144.9712096,NA,East Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA
Asian,ChIJE87W9c5C1moRNTnghsAOHYs,ThaiLicious Restaurant,"355 Exhibition St, Melbourne VIC 3000, Australia",191,4.3,-37.8074562,144.9681659,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
Bar,ChIJqeamsshC1moRiFEfGX_DD6U,Juliet Melbourne,"Basement/37 - 41 Little Bourke St, Melbourne VIC 3000, Australia",171,4.4,-37.8108154,144.9714971,2,East Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA
Steakhouse,ChIJUQGnHgFD1moRfNhS1rJOV0o,Botswana Butchery Melbourne,"66 Flinders Ln, Melbourne VIC 3000, Australia",416,4.3,-37.8147693,144.9723072,NA,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Mediterranean,ChIJ-dMSJsZC1moRBR6RQKxblbI,Bar Lourinhã,"37 Little Collins St, Melbourne VIC 3000, Australia",569,4.4,-37.812815,144.9725185,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,FALSE,NA,FALSE
Italian,ChIJ-7pLvshC1moRWHbU4T32oaU,Bottega,"74 Bourke St, Melbourne VIC 3000, Australia",485,4.4,-37.811767,144.9710664,3,East Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Steakhouse,ChIJoS8hIMZC1moRo_A2fOZBqI8,San Telmo,"14 Meyers Pl, Melbourne VIC 3000, Australia",2800,4.6,-37.8121879,144.9723296,3,East Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Chinese,ChIJr1N1BMlC1moR6aJLe1nHgPQ,Flower Drum Restaurant Melbourne,"17 Market Ln, Melbourne VIC 3000, Australia",1124,4.5,-37.8118772,144.9692458,4,East Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE
Italian,ChIJPygi0jld1moRk8KoFG7mdFc,Amiconi Restaurant,"359 Victoria St, West Melbourne VIC 3003, Australia",526,4.7,-37.8053166,144.9495933,2,West Melbourne,TRUE,TRUE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Mexican,ChIJG1rzHTRd1moRFYsSDKDdGR8,Hello José,"85 Peel St, West Melbourne VIC 3003, Australia",459,4.4,-37.8062068,144.9556651,2,West Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Asian,ChIJd7Mp0jld1moRISH9V3k4Ws0,Smile Thai Cuisine,"357 Victoria St, West Melbourne VIC 3003, Australia",290,4.2,-37.8053499,144.9496255,2,West Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Italian,ChIJS0RmHSZd1moRlfTiaBYdZDk,Sassy Italian Restaurant,"1 Dryburgh St, West Melbourne VIC 3003, Australia",1298,4.7,-37.8070035,144.9425483,NA,West Melbourne,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Indian,ChIJPe8Oxzdd1moR5wkNGC7Qb2Y,Le Taj Restaurant & Lounge,"70-74 Rosslyn St, West Melbourne VIC 3003, Australia",359,4.3,-37.807758,144.952035,2,West Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Asian,ChIJtcv3bTdd1moRN8uMWtQAzIs,Warung Agus,"305 Victoria St, West Melbourne VIC 3003, Australia",274,4.7,-37.805516,144.9513356,2,West Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJW0teZjZd1moRVwKF6CSxwgU,Royal Standard Hotel,"333 William St, West Melbourne VIC 3003, Australia",699,4.6,-37.807831,144.9542788,2,West Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
Asian,ChIJZScRBUld1moRq2ydfCSoBN0,Hansang,"347/349 King St, West Melbourne VIC 3003, Australia",475,4.4,-37.812149,144.953494,NA,West Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Asian,ChIJ094AkEhd1moRfRDE1uYHuZw,Angkor Cafe & Restaurant,"389 Spencer St, West Melbourne VIC 3003, Australia",200,4.7,-37.8113353,144.9503465,NA,West Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Indian,ChIJS8yzAEld1moRgnycJi4CsgQ,The Moghals,"369/371 King St, West Melbourne VIC 3003, Australia",653,3.3,-37.8116229,144.9532499,2,West Melbourne,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,TRUE,TRUE
African,ChIJETT2xzZd1moR4SHkDmb0V9Q,Little Africa Restaurant,"223 Victoria St, West Melbourne VIC 3003, Australia",524,4.8,-37.8058017,144.9540495,1,West Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
American,ChIJmevfxEdd1moRkZwiO8PaDWg,Hotel Spencer Bar & Grill,"475 Spencer St, West Melbourne VIC 3003, Australia",236,4.6,-37.8095041,144.9493332,2,West Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
Indian,ChIJmetwn05d1moRyV7SXoCKMqI,Biryani House,"339 King St, West Melbourne VIC 3003, Australia",1,ChIJmetwn05d1moRyV7SXoCKMqI,-37.8123673,144.9536136,3.4,West Melbourne,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
International,ChIJp9I_oV9d1moR5UF21vqjGvE,Shiraaz By Rajputana West Melbourne,"112 Adderley St, West Melbourne VIC 3003, Australia",NA,ChIJp9I_oV9d1moR5UF21vqjGvE,-37.8107246,144.9478918,4,West Melbourne,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Cafe,ChIJZ6Nfpzhd1moR0T0zBqfXErE,Hunters & Disciples,"39/617-643 Spencer St, West Melbourne VIC 3003, Australia",1,ChIJZ6Nfpzhd1moR0T0zBqfXErE,-37.8071014,144.9454681,4.7,West Melbourne,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE
Cafe,ChIJn1NjgUdd1moRRFLouFtvoI8,Embassy Cafe,"547 Spencer St, West Melbourne VIC 3003, Australia",1,ChIJn1NjgUdd1moRRFLouFtvoI8,-37.8081322,144.9478149,4.4,West Melbourne,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
Barbecue,ChIJvSWppzZd1moRt66Tm8D_SKc,Matzip Korean BBQ Restaurant,"179-181 Victoria St, West Melbourne VIC 3003, Australia",NA,ChIJvSWppzZd1moRt66Tm8D_SKc,-37.8059692,144.9555751,4.3,West Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,NA
Indian,ChIJaUwo1zld1moRcRGXQVseqDg,The Kathmandu Cottage,"349 Victoria St, West Melbourne VIC 3003, Australia",2,ChIJaUwo1zld1moRcRGXQVseqDg,-37.805392,144.9498101,4.1,West Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA
Bar,ChIJbekQT95d1moRSDPBFx0-C3s,Royal Kings Pizza,"501 Spencer St, West Melbourne VIC 3003, Australia",NA,ChIJbekQT95d1moRSDPBFx0-C3s,-37.8088703,144.9488372,1,West Melbourne,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA
Indian,ChIJg4Y_B0ld1moR3PHlrA-bg0Y,Mughal,"7 Jeffcott St, West Melbourne VIC 3003, Australia",NA,ChIJg4Y_B0ld1moR3PHlrA-bg0Y,-37.8116529,144.9532851,3.3,West Melbourne,TRUE,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
Chinese,ChIJuWenGH1d1moREwgt9Mi6T-c,My Bao 东北小院,"140 Dudley St, West Melbourne VIC 3003, Australia",NA,ChIJuWenGH1d1moREwgt9Mi6T-c,-37.8095724,144.9507686,4.8,West Melbourne,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA
Australian,ChIJ-9Z5KUhd1moRTGB848IAz3w,Witches In Britches,"84 Dudley St, West Melbourne VIC 3003, Australia",2,ChIJ-9Z5KUhd1moRTGB848IAz3w,-37.8088685,144.9525653,4.4,West Melbourne,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA
Italian,ChIJq6qPwDZd1moR12DLASkVEFc,Thor Pizza,"215 Victoria St, West Melbourne VIC 3003, Australia",NA,ChIJq6qPwDZd1moR12DLASkVEFc,-37.805829,144.9542633,0,West Melbourne,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
Asian,ChIJGXlk_Tdd1moRFB1zABhnFko,Yum Catering,"110 Rosslyn St, West Melbourne VIC 3003, Australia",NA,ChIJGXlk_Tdd1moRFB1zABhnFko,-37.8084164,144.9507781,0,West Melbourne,NA,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
Italian,ChIJmSmRaY9d1moRWrM5V4uzRGs,Pretty Sichuan Taste 川味香,"89 Peel St, West Melbourne VIC 3003, Australia",NA,ChIJmSmRaY9d1moRWrM5V4uzRGs,-37.8060654,144.9557255,5,West Melbourne,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,TRUE
Australian,ChIJ6-6120xd1moRv_VhyogdHqM,Lollo,"408 Flinders Ln, Melbourne VIC 3000, Australia",NA,ChIJ6-6120xd1moRv_VhyogdHqM,-37.8182761,144.9603053,4.3,West Melbourne,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Italian,ChIJVVXxKEZd1moRxMSM4gkaJZI,THE ANGRY DOG,"Rear/405 Spencer St, West Melbourne VIC 3003, Australia",NA,ChIJVVXxKEZd1moRxMSM4gkaJZI,-37.8109786,144.950064,4.6,West Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE
Chinese,ChIJpRmxRrBd1moRYBslBDGGp2Q,Chef Panda,"87 Peel St, West Melbourne VIC 3003, Australia",NA,ChIJpRmxRrBd1moRYBslBDGGp2Q,-37.8061838,144.9556719,3,West Melbourne,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,NA,NA
Asian,ChIJSzb7xTZd1moR0ZQhSKN11tg,Pho Victoria,"372 Victoria St, North Melbourne VIC 3051, Australia",1,ChIJSzb7xTZd1moR0ZQhSKN11tg,-37.8054518,144.9539362,4.4,West Melbourne,TRUE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,NA,FALSE,TRUE,NA,NA
Japanese,ChIJCd8m5bJd1moR8Dzy5pgAIII,Warabi,"408 Flinders Ln, Melbourne VIC 3000, Australia",NA,ChIJCd8m5bJd1moR8Dzy5pgAIII,-37.8182761,144.9603053,4.1,West Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,NA,TRUE,FALSE,TRUE,FALSE
Australian,ChIJwZP-zuRd1moRerW91SboCPE,279,"279 Victoria St, West Melbourne VIC 3003, Australia",2,ChIJwZP-zuRd1moRerW91SboCPE,-37.8056505,144.951959,4.6,West Melbourne,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,NA,TRUE
Australian,ChIJhQbBiZBd1moRrqSbGTrRTig,Shush Burger by Sean Connolly,"50 Batman St, West Melbourne VIC 3003, Australia",NA,ChIJhQbBiZBd1moRrqSbGTrRTig,-37.8103921,144.9511602,4.2,West Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,FALSE
Barbecue,ChIJj-RCijNd1moR5wCG3q2prYs,Donwoori Korean Restaurant,"276 Victoria St, North Melbourne VIC 3051, Australia",2,ChIJj-RCijNd1moR5wCG3q2prYs,-37.8058612,144.9572785,4.3,West Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
Italian,ChIJ-dKVVbJd1moRvkegNyHfyjw,215 Queen's Restaurant and Bar Melbourne,"215 Queen St, Melbourne VIC 3000, Australia",NA,ChIJ-dKVVbJd1moRvkegNyHfyjw,-37.8137947,144.9598607,3.8,West Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Chinese,ChIJCxE66Tld1moRG7axltOI0hA,Char Siu House,"37 Errol St, North Melbourne VIC 3051, Australia",1,ChIJCxE66Tld1moRG7axltOI0hA,-37.804119,144.949078,4.4,West Melbourne,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
Mediterranean,ChIJizFTarNC1moRjM6M4Z_OGAg,Maha Restaurant,"21 Bond St, Melbourne VIC 3000, Australia",3,ChIJizFTarNC1moRjM6M4Z_OGAg,-37.8181528,144.962662,4.5,West Melbourne,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
International,ChIJ7TaR1khd1moRXCmigET2XdM,Angliss Restaurant,"550 Little Lonsdale St, Melbourne VIC 3000, Australia",NA,ChIJ7TaR1khd1moRXCmigET2XdM,-37.8138421,144.9525836,4.5,West Melbourne,FALSE,TRUE,NA,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA
Barbecue,ChIJfyCEiDNd1moRBfl8Fpp4CVI,Toodouri,"260 Victoria St, North Melbourne VIC 3051, Australia",2,ChIJfyCEiDNd1moRBfl8Fpp4CVI,-37.8058253,144.9577337,4.2,West Melbourne,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA
